run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;46622563373;43098098708;1620514846;282814517;3.60;7858.40;119773.00;11.20;19.60;69.00;0.00;.27;67.43;1.64;2.15;1.78;3.60;1.00
2;41019372173;41023357368;1309676041;241048773;3.20;7676.80;118937.40;11.20;19.20;69.20;0.00;.30;68.81;2.10;2.18;1.82;3.20;1.00
3;38674584780;39993501253;1215225653;219255627;4.20;7200.20;103802.80;10.40;19.40;70.00;0.00;.20;67.78;2.15;2.19;1.84;4.20;1.00
4;41329827580;41062493751;1328683490;244990690;5.00;7745.00;117816.20;10.20;19.80;69.60;0.00;.23;68.59;1.66;2.06;1.82;5.00;1.00
5;41255634734;41075993885;1344437817;246934850;4.60;7568.60;115911.40;11.40;19.60;68.60;0.00;.30;68.28;1.99;2.10;1.85;4.60;1.00
6;43796013078;42209620247;1459878784;270096398;2.60;7600.60;114848.60;11.20;19.20;69.60;0.00;.33;68.55;2.36;2.20;1.90;2.60;1.00
7;41423790747;41105228050;1347892111;243084137;3.00;7279.40;106538.20;10.20;19.40;70.20;0.00;.27;68.55;2.91;2.37;1.98;3.00;1.20
8;41111723671;41121122933;1321073601;241778766;4.00;6637.60;95418.80;8.60;19.00;72.00;0.00;.26;69.75;2.44;2.34;2.00;4.00;1.00
9;41204032920;40895815103;1332870443;240186366;6.60;7901.20;122867.40;11.00;19.60;68.80;0.00;.34;69.59;2.39;2.40;2.04;6.60;1.20
10;41132548070;40932290939;1317365365;237723366;2.20;7526.40;116351.80;10.60;19.80;69.40;0.00;.33;67.37;2.96;2.54;2.11;2.20;1.20
