run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.6;11.6;45.4;45.4;0.0811;0.00278965
2;11.5;11.5;45.0;45.0;0.08174;0.00283841
3;11.6;11.6;45.3;45.3;0.08112;0.00285852
4;11.6;11.6;45.1;45.1;0.08149;0.00283008
5;11.6;11.6;45.3;45.3;0.08116;0.00281935
6;11.5;11.5;44.8;44.8;0.08202;0.00292968
7;11.5;11.5;45.0;45.0;0.08164;0.00292541
8;11.5;11.5;44.9;44.9;0.08192;0.00279816
9;11.8;11.8;46.0;46.0;0.08005;0.0027592
10;11.6;11.6;45.1;45.1;0.08142;0.0028351
