run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;19913595911;24601366190;615783649;122352303;1.80;1406.80;11648.80;6.00;11.00;82.80;0.00;.23;82.26;0.30;0.37;0.54;1.80;1.00
2;20665473664;24772681599;657339499;124872274;1.80;1395.80;11224.40;6.00;10.60;83.20;0.00;.23;83.25;0.65;0.49;0.57;1.80;1.20
3;20505295444;24550291852;641427728;124669025;2.00;1332.80;11082.20;5.60;10.60;83.40;0.00;.26;83.06;1.06;0.65;0.62;2.00;1.00
4;20792779857;25168047986;658386526;125949922;1.80;1417.80;12206.60;5.80;11.60;82.20;0.00;.26;81.70;0.95;0.68;0.64;1.80;1.00
5;21906494057;26450808383;687145439;132130032;1.40;1436.80;11678.00;6.20;12.00;81.80;0.00;.36;80.89;1.80;0.95;0.73;1.40;1.00
6;19721658988;24495540054;590596127;115550845;3.80;1302.00;11521.40;5.40;12.40;81.80;0.00;.29;81.83;1.30;0.97;0.75;3.80;1.40
7;20076141035;24770931839;621319639;120098417;3.40;1249.40;10664.40;5.80;11.80;81.80;0.00;.23;82.32;1.32;1.10;0.81;3.40;1.00
8;21752015938;26608096273;676158782;128263634;2.20;1537.20;12511.00;6.20;13.40;79.80;0.00;.39;80.30;1.57;1.23;0.88;2.20;1.60
9;21273501528;26444769638;677601035;128310643;2.00;1350.80;10644.60;5.40;13.20;81.00;0.00;.33;81.33;1.74;1.34;0.94;2.00;1.00
10;22174695957;27481368445;721524814;135143376;2.20;1306.60;9072.40;6.60;11.40;82.00;0.00;.33;82.23;1.29;1.30;0.97;2.20;1.20
