run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;10.8;10.8;42.3;42.3;0.08508;0.00432736
2;10.8;10.8;42.3;42.3;0.08503;0.00442308
3;11.1;11.1;43.2;43.2;0.08366;0.00392148
4;10.8;10.8;42.1;42.1;0.08509;0.00441561
5;10.4;10.4;40.7;40.7;0.08608;0.00447241
6;10.7;10.7;41.6;41.6;0.0868;0.00392954
7;10.7;10.7;41.9;41.9;0.08589;0.00427987
8;10.7;10.7;42.0;42.0;0.08595;0.00422029
9;10.8;10.8;42.1;42.1;0.08543;0.00450646
10;11.2;11.2;43.8;43.8;0.08324;0.0035388
