run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13190952;55112;2391076;0;0;1624;12877
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13104612;55316;2395832;0;0;1709;12787
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13111140;55420;2399148;0;0;1694;12799
4;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12909056;55564;2402016;0;0;1900;12589
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12749868;55716;2407644;0;0;2048;12436
6;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12734208;55916;2412744;0;0;2042;12437
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13075504;56012;2415868;0;0;1712;12763
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;12984724;56196;2422656;0;0;1782;12687
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12981956;56348;2428464;0;0;1793;12670
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13349520;56476;2429328;0;0;1416;13047
