run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;108;90.6;8;8,75;15,62;14,62;14,12;16,00;enp0s31f6;1922;1944
2;108;90.5;8;6,25;14,62;15,00;14,12;17,88;enp0s31f6;1792;1817
3;109;91.7;8;8,75;16,00;15,25;14,00;17,88;enp0s31f6;1364;1390
4;86.1;72.3;8;10,00;15,00;15,25;14,12;17,62;enp0s31f6;1953;1967
5;109;91.3;8;10,00;15,75;14,62;14,00;16,62;enp0s31f6;2088;2064
6;110;91.9;8;6,25;14,62;14,38;14,00;15,50;enp0s31f6;1155;1144
7;108;91.0;8;10,00;15,00;14,50;14,38;15,62;enp0s31f6;1992;1995
8;109;91.7;8;10,00;14,75;14,50;14,00;15,62;enp0s31f6;569;567
9;110;91.9;8;8,75;14,88;14,50;13,88;16,62;enp0s31f6;1722;1730
10;92.0;77.2;8;7,50;14,38;14,62;14,25;15,88;enp0s31f6;0;0
