run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.5;8;8,75;17,12;15,25;14,50;18,00;enp0s31f6;568;663
2;112;93.6;8;8,75;14,88;14,88;14,62;16,00;enp0s31f6;446;537
3;110;92.5;8;8,75;14,88;15,38;14,50;18,12;enp0s31f6;452;533
4;112;94.0;8;10,00;15,00;15,25;14,12;18,25;enp0s31f6;523;594
5;108;91.0;8;8,75;15,25;15,12;14,38;16,00;enp0s31f6;470;540
6;112;94.0;8;6,25;15,62;15,25;14,50;15,88;enp0s31f6;550;638
7;111;93.0;8;6,25;14,75;15,00;14,38;16,50;enp0s31f6;558;643
8;112;93.9;8;6,25;14,88;15,00;14,25;16,62;enp0s31f6;530;594
9;112;93.8;8;5,00;16,12;15,12;14,62;18,00;enp0s31f6;563;638
10;112;93.7;8;3,75;15,00;15,38;14,50;18,75;enp0s31f6;527;609
