Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),29
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),344
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),258
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),320
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),257
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),239
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),227
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),298
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),22
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),232
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),13
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),264
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),14
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),247
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),35
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),262
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),318
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),215
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),234
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),349
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),186
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),215
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),233
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),19
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),393
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),224
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),336
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),210
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),7
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),232
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),215
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),233
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),241
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),212
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),19
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),19
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),215
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),199
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),241
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),266
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),212
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),18
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),339
