run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;163;137;8;5,00;14,50;14,88;13,62;16,75;enp6s18;5358;6172
2;218;183;8;10,00;14,50;14,75;14,25;17,38;enp6s18;4937;5751
3;204;171;8;5,00;15,00;15,25;14,00;17,50;enp6s18;8427;9742
4;206;173;8;8,75;14,38;15,25;14,00;17,38;enp6s18;3705;4369
5;226;190;8;7,50;14,50;14,75;14,00;17,00;enp6s18;7815;8886
6;224;188;8;2,50;16,25;14,88;14,12;16,88;enp6s18;2397;2703
7;194;163;8;3,75;14,75;15,12;14,25;18,00;enp6s18;7483;8517
8;225;189;8;5,00;15,00;14,75;14,00;17,50;enp6s18;5427;6200
9;222;187;8;10,00;16,12;15,88;14,38;19,88;enp6s18;6767;7836
10;205;172;8;8,75;17,12;15,25;14,12;17,88;enp6s18;6818;7794
