run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;5360;5360;20.9;20.9;0.18004;0.00393945
2;5628;5628;22.0;22.0;0.17149;0.00369478
3;5159;5159;20.2;20.2;0.18697;0.004092
4;5380;5380;21.0;21.0;0.17904;0.0038933
5;5207;5207;20.3;20.3;0.1853;0.00398098
6;5465;5465;21.3;21.3;0.17639;0.00378109
7;5403;5403;21.1;21.1;0.17826;0.00386789
8;5148;5148;20.1;20.1;0.18728;0.00406951
9;5456;5456;21.3;21.3;0.17665;0.00381378
10;5043;5043;19.7;19.7;0.19127;0.00413979
