run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15563420;17540;442408;0;0;661;15202
2;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;15544804;17588;442408;0;0;674;15190
3;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;15552708;17636;442468;0;0;679;15185
4;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15551508;17700;442476;0;0;667;15196
5;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.04;0.63;0;15560024;17748;442432;0;0;671;15192
6;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15570400;17796;442420;0;0;661;15202
7;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.08;0;15559136;17844;442432;0;0;673;15190
8;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15560944;17884;442444;0;0;671;15192
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15557420;17932;442460;0;0;674;15189
10;0,000000;1;1024KiB;128MiB;128;0.0072;0.04;0.05;0.12;0;15567292;17996;442424;0;0;665;15198
