run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;103;86.5;8;6,25;14,38;15,25;13,62;18,00;enp0s31f6;630;711
2;111;93.3;8;8,75;13,50;14,38;13,38;15,12;enp0s31f6;558;622
3;105;88.3;8;10,00;14,12;14,88;13,38;16,75;enp0s31f6;603;679
4;103;86.2;8;7,50;15,38;15,12;13,50;17,75;enp0s31f6;832;945
5;106;89.2;8;8,75;14,38;14,38;13,50;16,38;enp0s31f6;621;715
6;108;90.5;8;6,25;14,12;14,62;13,50;16,88;enp0s31f6;670;751
7;106;88.6;8;8,75;14,38;14,12;13,50;15,50;enp0s31f6;407;492
8;111;93.0;8;11,25;14,38;14,38;13,62;15,12;enp0s31f6;518;597
9;89.7;75.2;8;10,00;14,25;14,38;13,50;15,12;enp0s31f6;646;758
10;106;88.6;8;11,25;14,25;15,00;13,75;17,38;enp0s31f6;810;875
