run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;18968493549;11343962338;1683921283;255048192;1.00;2746.60;17810.60;22.80;7.80;69.00;0.00;.33;67.11;0.28;1.58;2.41;1.00;2.40
2;18759643137;11629304494;1683356403;237462498;6.40;3376.20;18747.60;29.60;10.20;59.60;0.00;.39;62.89;2.50;1.95;2.49;6.40;1.20
3;19332000261;13472633981;1666797316;242414529;7.00;3380.60;21667.60;28.40;9.40;61.80;0.00;.39;61.47;3.13;2.23;2.55;7.00;2.00
4;21445771505;16502218230;1823873105;264060898;2.00;3763.80;24756.00;32.60;11.20;56.00;0.00;.46;55.91;2.41;2.24;2.53;2.00;1.20
5;21133279811;18189145165;1746265284;258174689;4.20;3952.80;25094.80;34.80;10.40;54.00;0.00;.43;59.20;3.77;2.85;2.74;4.20;2.40
6;22395096223;22136678405;1710555831;267765202;6.80;3177.80;19196.40;32.60;9.60;57.20;0.00;.32;55.42;4.48;3.18;2.85;6.80;6.40
7;23261026095;23969158324;1717853945;268453894;5.40;3379.00;22473.40;33.00;9.20;56.80;0.00;.42;52.41;3.66;3.27;2.92;5.40;2.80
8;23184324631;25450153169;1748700689;270164774;5.00;3679.60;22079.60;37.00;10.40;52.20;0.00;.36;53.61;4.20;3.46;3.01;5.00;2.20
9;23533236571;27363991866;1644986185;261272455;9.00;3162.20;20842.80;33.60;9.80;56.20;0.00;.39;59.61;5.10;4.07;3.28;9.00;3.80
10;26548616389;36074968661;1699855964;290742099;1.00;1649.80;6347.60;15.00;4.00;81.20;0.00;0;100.00;5.98;4.55;3.52;1.00;1.00
