run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13737656;52368;1935424;0;0;1542;13402
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13658440;52520;1938972;0;0;1600;13340
3;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.26;0;13678404;52616;1942080;0;0;1577;13360
4;0,000016;1;1024KiB;128MiB;128;0.0082;0.04;0.06;2.17;0;13626272;52752;1928496;0;0;1640;13309
5;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13717740;52912;1933272;0;0;1560;13386
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13611232;53112;1938284;0;0;1632;13308
7;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;13619744;53296;1943104;0;0;1641;13295
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13726152;53448;1948956;0;0;1532;13397
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13560432;53652;1956072;0;0;1683;13240
10;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13550372;53756;1958508;0;0;1688;13232
