run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;110;92.5;8;5,00;14,25;15,25;14,00;18,00;enp0s31f6;1196;1130
2;110;92.5;8;6,25;14,38;15,50;14,00;19,38;enp0s31f6;1035;1013
3;111;92.8;8;6,25;15,12;15,50;14,00;20,12;enp0s31f6;787;732
4;111;92.8;8;6,25;23,25;16,25;14,25;23,50;enp0s31f6;646;603
5;111;93.4;8;6,25;14,62;15,38;14,12;19,25;enp0s31f6;542;503
6;111;93.3;8;7,50;15,75;15,75;14,12;19,25;enp0s31f6;767;729
7;110;92.7;8;6,25;15,00;14,88;14,00;16,75;enp0s31f6;922;927
8;110;92.3;8;8,75;14,62;14,62;13,75;16,50;enp0s31f6;733;704
9;110;92.5;8;10,00;14,50;14,88;14,00;16,75;enp0s31f6;646;611
10;112;94.2;8;10,00;14,38;15,25;14,12;18,50;enp0s31f6;0;0
