run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;113;94.6;8;2,50;14,88;15,00;13,88;16,62;enp0s31f6;668;615
2;111;93.5;8;5,00;14,75;15,25;13,88;17,25;enp0s31f6;645;595
3;112;94.1;8;6,25;15,12;15,62;14,00;18,62;enp0s31f6;628;589
4;112;94.1;8;6,25;16,00;15,25;14,25;16,75;enp0s31f6;656;618
5;112;93.9;8;6,25;16,88;15,25;14,25;17,75;enp0s31f6;647;618
6;113;94.4;8;8,75;15,25;16,38;14,62;19,62;enp0s31f6;583;544
7;112;93.6;8;2,50;15,25;15,12;13,88;16,88;enp0s31f6;564;522
8;112;94.2;8;7,50;15,00;15,50;14,12;18,12;enp0s31f6;299;283
9;112;93.9;8;6,25;15,88;15,38;14,12;16,88;enp0s31f6;451;433
10;112;94.1;8;3,75;16,38;15,25;13,88;17,88;enp0s31f6;565;535
