run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.1;8;7,50;16,25;15,12;14,12;16,38;enp0s31f6;310;353
2;112;94.2;8;5,00;16,75;15,38;13,88;17,75;enp0s31f6;249;291
3;113;94.6;8;12,50;16,25;15,25;14,25;17,00;enp0s31f6;322;360
4;111;92.9;8;8,75;15,50;15,25;14,38;16,62;enp0s31f6;2775;2709
5;109;91.5;8;8,75;15,38;15,75;14,12;18,88;enp0s31f6;2346;2399
6;109;91.5;8;12,50;12,62;12,75;11,88;15,12;enp0s31f6;1439;1465
7;110;92.0;8;8,75;15,12;15,25;14,50;17,38;enp0s31f6;1951;1969
8;109;91.0;8;11,25;15,25;15,25;14,75;17,25;enp0s31f6;1431;1447
9;109;91.7;8;8,75;14,88;16,00;14,00;20,88;enp0s31f6;1042;978
10;110;91.9;8;8,75;15,12;15,50;14,50;17,00;enp0s31f6;1797;1780
