run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;44778853991;16318639916;3174424725;184962558;4.20;28444.00;61162.40;21.60;9.40;69.00;0.00;0;66.39;0.94;1.67;1.72;4.20;1.20
2;46202372996;16843147113;3312049428;182957216;3.00;29533.40;59454.00;22.20;9.80;68.40;0.00;0;64.28;1.80;1.78;1.76;3.00;1.00
3;47880683064;17544088974;3429438371;198002486;2.60;29265.80;57249.80;22.00;9.00;69.20;0.00;0;64.39;1.77;1.76;1.75;2.60;1.00
4;50337795213;27246512686;2859140544;214870547;1.60;14580.80;39263.80;12.60;5.80;81.60;0.00;0;71.62;2.49;1.98;1.83;1.60;1.40
5;48642466808;17575021549;3426782088;203766763;2.20;28688.20;62873.60;21.60;9.00;69.20;0.00;.03;65.64;2.18;2.03;1.86;2.20;1.20
6;48479340795;17379485382;3443145173;204298573;4.00;29258.40;64027.80;21.80;9.20;68.80;0.00;0;63.88;2.09;2.05;1.88;4.00;1.20
7;48962885934;17292558405;3428920128;211893231;3.80;30252.20;64121.60;23.80;10.00;66.40;0.00;0;61.91;2.71;2.25;1.96;3.80;1.20
8;50077656554;17944794227;3500649299;220157716;5.20;31444.60;62299.80;24.20;10.40;65.20;0.00;0;61.10;3.55;2.55;2.08;5.20;1.20
9;49179006541;17462524633;3400803588;220164301;3.40;29062.80;57175.60;21.40;9.00;69.40;0.00;0;62.62;3.20;2.63;2.13;3.40;1.40
10;36530158893;14765247050;2416108949;154761228;10.60;19855.60;53642.00;17.60;7.00;75.00;0.00;0;62.46;2.95;2.67;2.18;10.60;1.00
