run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;88.8;74.5;8;6,25;17,25;15,25;14,12;19,12;enp6s18;10628;12243
2;88.0;73.9;8;7,50;15,38;15,12;14,25;16,25;enp6s18;10349;11905
3;86.9;72.9;8;8,75;14,38;15,00;13,88;16,38;enp6s18;167;197
4;88.4;74.1;8;1,25;14,88;15,12;13,25;18,38;enp6s18;11519;13464
5;88.5;74.2;8;8,75;15,75;14,88;14,12;17,25;enp6s18;9822;11070
6;88.0;73.8;8;6,25;14,75;14,75;13,62;17,38;enp6s18;9020;10218
7;88.8;74.5;8;7,50;14,50;14,88;14,12;17,12;enp6s18;9494;10840
8;88.9;74.6;8;5,00;14,88;16,00;14,25;19,50;enp6s18;9282;10664
9;88.4;74.1;8;3,75;14,88;14,62;14,12;16,12;enp6s18;4915;5678
10;88.1;73.9;8;3,75;14,62;14,88;13,75;17,62;enp6s18;9367;10687
