run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.07;0;15478232;31572;459340;0;0;728;15111
2;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;15472004;31612;459332;0;0;730;15109
3;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.06;0;15469212;31660;459312;0;0;721;15118
4;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.08;0;15403376;31708;459324;0;0;791;15047
5;0,000000;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.06;0;15451840;31756;459360;0;0;744;15095
6;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15458652;31820;459332;0;0;748;15091
7;0,000000;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.10;0;15460692;31860;459348;0;0;737;15102
8;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.10;0;15468432;31916;459352;0;0;724;15114
9;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.10;0;15469944;31956;459368;0;0;734;15104
10;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15400488;31996;459352;0;0;785;15053
