run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40731855499;40461501251;1337045473;234218501;2.80;8245.40;134852.80;11.40;19.80;68.60;0.00;.36;66.54;2.60;2.24;2.06;2.80;1.20
2;41255889498;41038058372;1306608969;237260307;2.00;7284.80;107313.20;10.60;19.40;69.60;0.00;.26;67.46;2.05;2.16;2.04;2.00;1.00
3;41085049887;41177177121;1330262418;236111695;4.40;7227.80;100975.20;10.60;19.20;70.00;0.00;.30;69.00;1.66;2.04;2.01;4.40;1.00
4;40160566284;40814474276;1291053438;231359404;2.20;6892.20;100780.20;10.00;19.40;70.60;0.00;.26;68.94;1.51;1.94;1.97;2.20;1.20
5;39260578622;40477190241;1226036080;226309480;2.80;6854.60;92824.20;10.20;19.00;70.60;0.00;.34;68.59;2.04;2.03;2.00;2.80;1.00
6;39749678880;40885610455;1261584002;230744301;5.60;7151.40;102522.60;10.20;19.60;70.60;0.00;.33;68.92;2.34;2.09;2.02;5.60;1.20
7;40779481088;41058007677;1306231564;240850746;4.00;6736.80;86393.60;10.40;18.80;70.60;0.00;.37;69.72;2.20;2.09;2.03;4.00;1.20
8;39660123550;40806265070;1259282126;230209851;4.40;7360.60;99969.60;11.00;19.40;69.80;0.00;.26;69.76;1.92;2.04;2.01;4.40;1.00
9;42106259769;41946396040;1349508112;254159870;3.80;7505.60;113619.00;11.00;19.00;69.20;0.00;.23;68.90;2.75;2.22;2.07;3.80;1.00
10;39945502701;40781503056;1274070646;230282744;4.00;7611.20;114531.80;10.60;19.60;69.40;0.00;.30;68.60;2.33;2.23;2.08;4.00;1.00
