run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;28102865481;17847076590;2468376371;351098559;4.20;4146.00;26890.80;37.80;12.60;49.20;0.00;.70;48.14;6.46;6.51;6.28;4.20;2.40
2;48463601358;37612897640;3984666630;629817655;9.00;4677.80;30386.80;42.00;13.80;43.80;0.00;.66;29.75;6.78;6.44;6.26;9.00;3.20
3;30934887078;25480761183;2488502766;361074930;7.40;4911.20;33518.40;43.00;12.80;43.60;0.00;.83;41.17;9.14;7.12;6.50;7.40;2.00
4;25497335162;24317770231;1881109543;284930642;23.20;7658.80;45062.20;57.20;15.00;27.20;0.00;.80;38.70;9.26;7.53;6.68;23.20;4.00
5;36454810071;37580585357;2652422896;414549069;8.80;3953.80;26937.00;38.00;11.00;50.80;0.00;.73;42.30;7.70;7.31;6.66;8.80;1.60
6;39163123635;46066114169;2619949483;426737971;8.00;4274.40;30038.00;41.20;10.20;48.00;0.00;.50;44.14;7.67;7.37;6.72;8.00;4.60
7;56222308771;68643488655;3730210077;626883795;7.40;5262.20;42564.40;46.80;12.40;39.60;0.00;.80;36.10;9.09;7.75;6.89;7.40;3.40
8;60141211321;81650322412;3597434843;633958789;8.00;6154.80;43605.00;51.40;12.80;35.00;0.00;.39;26.28;6.69;7.25;6.77;8.00;8.20
9;45126019310;62039944253;2714715254;459347182;5.80;5683.20;52973.40;50.60;11.40;37.00;0.00;.90;40.93;9.76;8.17;7.15;5.80;5.00
10;40778863063;53580102754;2541335277;414889709;6.80;4997.80;42497.00;46.00;10.60;43.00;0.00;.83;38.84;6.91;7.36;6.94;6.80;5.20
