run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.6;11.6;45.5;45.5;0.08086;0.00281838
2;11.5;11.5;44.9;44.9;0.08186;0.00283028
3;11.5;11.5;45.0;45.0;0.08189;0.00279467
4;11.4;11.4;44.7;44.7;0.08233;0.00283074
5;11.6;11.6;45.1;45.1;0.08154;0.00279186
6;11.5;11.5;44.9;44.9;0.08212;0.00276575
7;11.6;11.6;45.5;45.5;0.08088;0.0028039
8;11.4;11.4;44.7;44.7;0.08231;0.00287238
9;11.5;11.5;44.9;44.9;0.08193;0.00280957
10;11.5;11.5;45.0;45.0;0.08177;0.00281979
