run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.7;8;1,25;15,00;15,25;14,38;17,88;enp6s18;1367;1602
2;106;89.2;8;8,75;15,38;15,25;14,38;17,50;enp6s18;708;816
3;109;91.7;8;5,00;15,25;15,25;14,38;16,62;enp6s18;1496;1738
4;110;92.0;8;3,75;15,00;15,25;14,62;16,75;enp6s18;1256;1450
5;88.3;74.1;8;3,75;14,75;15,62;14,62;17,50;enp6s18;695;804
6;110;92.1;8;1,25;15,00;15,00;14,75;15,50;enp6s18;1720;1948
7;111;92.9;8;6,25;15,12;15,75;14,75;20,62;enp6s18;613;695
8;109;91.2;8;1,25;14,75;15,00;14,50;16,00;enp6s18;1600;1818
9;110;91.9;8;3,75;15,25;15,12;14,50;16,25;enp6s18;1263;1512
10;110;92.1;8;6,25;15,12;15,12;14,12;17,00;enp6s18;2130;2542
