run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;184;155;8;1,25;15,00;16,25;14,25;19,12;enp6s18;9338;10618
2;201;168;8;3,75;15,25;15,00;14,25;16,88;enp6s18;10144;11606
3;158;133;8;5,00;16,50;15,25;14,38;19,00;enp6s18;11747;13476
4;188;158;8;6,25;15,00;15,12;14,00;18,62;enp6s18;8427;9717
5;189;158;8;8,75;16,00;14,88;14,25;17,00;enp6s18;9501;10867
6;173;145;8;6,25;14,88;15,25;14,00;19,25;enp6s18;11240;12816
7;154;129;8;2,50;17,38;15,50;14,00;18,62;enp6s18;9347;10655
8;174;146;8;3,75;14,88;15,38;14,25;17,50;enp6s18;11337;12901
9;141;118;8;5,00;14,88;14,88;14,00;17,38;enp6s18;10108;11513
10;124;104;8;6,25;15,88;14,88;12,62;21,75;enp6s18;5798;5884
