run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.06;0;15512812;17624;441368;0;0;716;15149
2;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;15518216;17656;441384;0;0;706;15158
3;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15521632;17688;441400;0;0;706;15159
4;0,000000;1;1024KiB;128MiB;128;0.0068;0.04;0.05;0.09;0;15494432;17720;441420;0;0;739;15125
5;0,000000;1;1024KiB;128MiB;128;0.0054;0.04;0.04;0.07;0;15497848;17760;441464;0;0;720;15144
6;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.08;0;15508556;17792;441480;0;0;725;15139
7;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.07;0;15495708;17832;441468;0;0;732;15133
8;0,000000;1;1024KiB;128MiB;128;0.0075;0.04;0.06;0.08;0;15512356;17872;441444;0;0;694;15170
9;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.08;0;15534424;17912;441460;0;0;697;15167
10;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15527776;17944;441460;0;0;782;15083
