run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;17507544555;6275280553;1260719306;66409097;1.00;11949.60;22583.20;10.00;4.20;85.60;0.00;0;86.39;0.35;0.66;0.96;1.00;1.00
2;18398938310;6605310070;1328588482;66596589;1.80;13200.20;22954.60;10.40;4.80;85.00;0.00;0;85.87;0.67;0.70;0.96;1.80;1.00
3;18052697982;6516413177;1312018851;66762666;1.80;12814.60;22977.00;10.00;4.60;85.40;0.00;0;86.51;0.49;0.63;0.92;1.80;1.20
4;18124882663;6610510418;1332057512;68632921;3.00;13422.80;24340.00;10.60;5.00;84.40;0.00;0;86.89;0.37;0.59;0.89;3.00;1.40
5;17866468692;6452633132;1307384140;66584777;2.80;12436.20;21694.60;10.00;4.60;85.40;0.00;0;86.78;0.54;0.61;0.88;2.80;1.80
6;18966048020;6742221365;1364922929;70743289;2.40;11954.60;21756.60;10.00;4.60;85.40;0.00;0;88.02;0.47;0.56;0.85;2.40;1.00
7;18215932373;6469981724;1301928692;70060835;3.20;12452.00;22349.20;10.00;4.40;85.40;0.00;0;87.24;0.74;0.67;0.87;3.20;1.00
8;18601730401;6741692886;1342176407;72044708;1.00;12492.80;22474.40;10.00;5.00;85.20;0.00;0;86.73;0.78;0.68;0.86;1.00;1.00
9;18614643676;6715649434;1346006735;70895606;1.40;11513.40;23288.40;9.60;4.20;86.40;0.00;0;85.84;1.06;0.78;0.89;1.40;1.40
10;19014428803;6819656135;1347727019;74674119;1.20;14140.20;25082.60;10.60;4.60;85.00;0.00;0;86.13;0.90;0.76;0.87;1.20;1.20
