run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40777208995;40735872767;1335546892;239362589;3.60;7499.80;108662.60;10.20;19.80;70.00;0.00;.50;66.58;1.95;2.14;2.18;3.60;1.20
2;39419862006;40354941142;1233340024;225746870;4.60;6855.20;98702.40;9.40;19.40;71.20;0.00;.27;68.95;2.67;2.34;2.25;4.60;1.40
3;41394774067;41149578579;1342087640;240999855;2.80;7383.40;112475.80;10.60;19.40;69.60;0.00;.27;68.57;2.98;2.45;2.29;2.80;1.00
4;39785336373;40585379792;1254219772;232229579;3.60;7405.40;107896.60;10.40;19.20;70.00;0.00;.30;69.53;2.97;2.54;2.33;3.60;1.60
5;38285570300;40046897501;1200229274;218733540;4.40;6951.80;92708.40;10.00;19.20;70.60;0.00;.30;68.91;2.43;2.49;2.33;4.40;1.00
6;39550061167;40527205003;1269943218;227839205;2.40;7371.60;105688.20;10.40;19.00;70.40;0.00;.23;70.61;1.92;2.36;2.30;2.40;1.00
7;40152888347;40650682279;1290514623;232476682;3.80;6965.80;99270.20;9.80;19.60;70.40;0.00;.26;67.61;2.28;2.35;2.29;3.80;1.20
8;40844686669;41083205278;1346178939;240090102;3.00;7097.60;99968.60;10.20;19.60;70.20;0.00;.33;70.14;2.18;2.35;2.30;3.00;1.20
9;38236062276;39991430706;1180207321;216128631;3.00;7166.40;101070.40;10.20;19.60;69.80;0.00;.30;67.47;2.07;2.32;2.29;3.00;1.20
10;40605077034;40876153831;1310073858;234764189;2.40;7071.00;99395.60;9.80;19.80;70.20;0.00;.37;67.76;2.18;2.30;2.28;2.40;1.20
