run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13229704;62680;1743092;0;0;2191;12918
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13275484;62784;1744580;0;0;2145;12963
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13245468;62936;1746348;0;0;2172;12934
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13260980;63048;1747640;0;0;2155;12950
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13221344;63144;1749136;0;0;2193;12911
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13194420;63248;1750632;0;0;2217;12885
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13188172;63360;1753228;0;0;2223;12877
8;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.13;0;13169536;63504;1754976;0;0;2237;12860
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13176004;63624;1756468;0;0;2230;12866
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13152280;63720;1757988;0;0;2255;12839
