run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13609092;53852;1628064;0;0;1960;13269
2;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13389984;53948;1629596;0;0;2153;13074
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13446716;54100;1631196;0;0;2103;13123
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13380816;54220;1632760;0;0;2138;13086
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.05;0;13327576;54316;1634212;0;0;2218;13005
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13294136;54412;1635700;0;0;2242;12979
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13337232;54516;1637156;0;0;2213;13006
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13278952;54692;1638596;0;0;2237;12980
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13278236;54788;1640052;0;0;2250;12966
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13291936;54884;1641516;0;0;2244;12970
