run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;107;90.1;8;8,75;16,38;15,12;13,38;17,12;enp0s31f6;331;441
2;104;86.9;8;7,50;14,12;15,00;13,25;17,50;enp0s31f6;393;466
3;105;87.9;8;6,25;14,25;14,50;13,50;17,12;enp0s31f6;504;613
4;105;88.1;8;8,75;14,50;15,25;13,75;17,50;enp0s31f6;466;601
5;108;90.9;8;6,25;15,38;15,38;13,50;18,88;enp0s31f6;400;516
6;107;90.0;8;6,25;14,25;14,50;13,25;15,88;enp0s31f6;356;462
7;110;92.3;8;3,75;14,25;14,62;13,00;16,12;enp0s31f6;395;521
8;111;92.8;8;7,50;14,25;14,50;13,62;16,38;enp0s31f6;421;526
9;108;90.9;8;6,25;13,75;14,75;13,38;16,50;enp0s31f6;405;477
10;108;90.2;8;6,25;14,38;14,38;13,12;15,62;enp0s31f6;282;388
