run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;18435456198;10968662280;1699832415;249723633;2.00;3416.60;19194.40;31.80;11.40;56.60;0.00;.40;55.79;2.46;2.39;2.26;2.00;2.40
2;16578855805;10881930338;1521546068;225386792;5.00;3902.80;19641.20;38.20;12.40;49.20;0.00;.50;50.35;5.38;3.11;2.51;5.00;2.00
3;19440720178;15863685456;1598278453;234242724;2.40;3676.00;19465.40;32.60;10.20;57.00;0.00;.36;59.42;3.27;2.94;2.51;2.40;3.00
4;20231747429;18203222761;1634641288;241982811;12.80;3564.00;21803.00;36.40;10.20;53.20;0.00;.39;51.40;5.32;3.49;2.73;12.80;1.60
5;20590985399;19467330244;1661406334;253974891;4.40;3080.80;18587.20;30.60;9.60;59.80;0.00;.36;53.04;5.47;3.81;2.90;4.40;3.80
6;23615463025;24800254462;1727013744;268838378;6.80;3517.00;23105.00;32.60;8.40;58.60;0.00;.42;56.14;3.88;3.73;2.96;6.80;2.80
7;23350222205;25894566003;1701326073;263562986;4.40;3259.80;20695.80;30.60;7.80;61.00;0.00;.39;52.74;4.81;4.03;3.13;4.40;3.60
8;26766032767;32828047007;1769583615;282559623;9.20;3273.40;22144.80;33.00;8.40;58.60;0.00;.40;57.25;4.84;4.02;3.20;9.20;4.80
9;2926684393;4183842232;179663184;26612198;1.00;253.80;1064.80;6.20;1.60;92.20;0.00;.03;99.20;4.84;4.11;3.29;1.00;1.00
10;27094098;7696214;3083734;88999;1.00;253.60;1053.00;6.20;1.60;92.20;0.00;0;100.00;1.70;3.33;3.07;1.00;1.00
