run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13134352;71796;2435040;0;0;1630;12820
2;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.09;0;13012160;71944;2439620;0;0;1726;12720
3;0,000016;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.62;0;13014140;72096;2444652;0;0;1715;12725
4;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;13077488;72288;2449536;0;0;1674;12761
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13001324;72464;2454112;0;0;1742;12689
6;0,000016;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.06;0;12973128;72608;2459080;0;0;1762;12664
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13114144;72820;2465444;0;0;1609;12811
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13055212;72980;2470308;0;0;1668;12747
9;0,000016;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;13063272;73076;2472632;0;0;1656;12757
10;0,000016;1;1024KiB;128MiB;128;0.0055;0.04;0.04;0.06;0;13061400;73124;2472648;0;0;1658;12755
