run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;39324019767;14523455572;2828281994;162264001;5.40;25659.00;55232.00;20.20;8.60;71.20;0.00;0;68.59;1.09;1.62;1.62;5.40;1.20
2;42565096502;15429816203;3018088102;169603004;4.20;25810.20;48886.40;18.20;7.80;74.20;0.00;.03;68.47;2.06;1.82;1.69;4.20;1.00
3;42371042746;15323737667;3003314004;166236871;4.20;27265.20;48810.80;19.40;8.40;71.80;0.00;0;69.39;1.97;1.83;1.71;4.20;1.60
4;43410206801;15590867887;3076958737;175631693;3.00;26166.60;47589.60;19.40;8.80;71.60;0.00;0;66.46;1.41;1.70;1.67;3.00;1.20
5;41355351133;14917497138;2948819362;168906650;2.00;24744.60;50100.20;19.20;8.00;72.80;0.00;0;68.94;0.99;1.52;1.61;2.00;1.40
6;43296201918;15651989806;3068633774;181620352;6.00;27154.60;53062.60;21.00;9.20;69.80;0.00;0;67.61;1.61;1.64;1.64;6.00;1.20
7;43102308091;15518435995;3017899207;180810538;3.20;26976.00;53422.80;20.40;8.80;71.00;0.00;0;67.62;1.83;1.71;1.67;3.20;1.00
8;42020302046;15657132061;2955405626;186797400;1.80;27621.20;52756.60;21.20;9.00;69.60;0.00;0;67.40;3.55;2.27;1.86;1.80;1.00
9;42720002689;15445090967;2988554861;181900506;3.40;26133.60;49622.40;19.60;8.80;71.40;0.00;0;68.67;3.11;2.28;1.89;3.40;1.20
10;44523486633;16031963335;3087495344;197895359;5.60;26635.80;52177.60;20.80;8.40;70.00;0.00;0;69.16;4.07;2.68;2.05;5.60;1.40
