run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;184;155;8;2,50;14,50;15,12;14,00;17,88;enp6s18;8487;9837
2;163;137;8;10,00;14,75;14,62;14,25;16,00;enp6s18;9760;11151
3;185;155;8;7,50;16,00;15,62;14,38;20,12;enp6s18;6012;7108
4;122;102;8;10,00;15,12;15,25;14,25;18,38;enp6s18;9180;10664
5;173;145;8;7,50;15,88;15,62;14,25;18,88;enp6s18;10035;11312
6;189;159;8;1,25;14,62;15,75;14,38;19,00;enp6s18;6295;7239
7;192;161;8;5,00;14,38;15,50;14,38;20,62;enp6s18;9215;10555
8;222;186;8;8,75;14,62;15,00;14,38;18,00;enp6s18;9844;11378
9;186;156;8;8,75;15,00;14,75;14,38;16,50;enp6s18;9035;10384
10;186;156;8;5,00;15,50;14,88;14,38;16,62;enp6s18;8359;9706
