run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.05;0;15528828;17176;441092;0;0;688;15177
2;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.08;0;15539832;17224;441104;0;0;691;15175
3;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15553536;17256;441124;0;0;681;15184
4;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.05;0;15533988;17288;441144;0;0;684;15181
5;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.06;0;15522140;17320;441148;0;0;712;15153
6;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.08;0;15513976;17352;441116;0;0;697;15168
7;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.10;0;15514200;17384;441112;0;0;722;15143
8;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;15511244;17416;441188;0;0;719;15146
9;0,000000;1;1024KiB;128MiB;128;0.0060;0.04;0.04;0.09;0;15510152;17464;441172;0;0;723;15142
10;0,000000;1;1024KiB;128MiB;128;0.0076;0.04;0.06;0.09;0;15469812;17496;441208;0;0;797;15068
