run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;93.6;8;6,25;15,25;15,00;13,62;17,00;enp0s31f6;638;597
2;112;93.8;8;7,50;16,62;15,88;14,50;18,25;enp0s31f6;418;365
3;110;92.6;8;7,50;14,75;15,38;14,50;17,12;enp0s31f6;655;672
4;111;93.3;8;6,25;16,00;15,38;14,62;17,75;enp0s31f6;625;595
5;112;93.7;8;7,50;14,75;15,38;14,50;17,25;enp0s31f6;584;575
6;111;93.3;8;5,00;14,62;15,00;14,38;15,62;enp0s31f6;739;719
7;111;92.8;8;6,25;15,12;15,38;14,38;17,88;enp0s31f6;655;629
8;111;93.2;8;7,50;15,12;15,12;14,50;17,50;enp0s31f6;614;615
9;112;93.7;8;8,75;14,75;15,12;14,38;18,75;enp0s31f6;641;577
10;112;94.1;8;10,00;15,88;15,25;14,62;17,25;enp0s31f6;518;484
