run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;10607485152;3983390323;816925094;46203920;1.80;7461.00;15804.80;7.00;3.40;89.60;0.00;0;91.15;0.10;0.48;1.55;1.80;1.60
2;11524479429;4336105399;862209324;45984489;2.20;7623.80;14496.20;7.60;3.20;89.60;0.00;0;91.43;0.30;0.47;1.48;2.20;1.20
3;12696838758;4512429693;895491628;47466592;1.00;7127.00;13303.40;6.80;2.80;90.40;0.00;0;90.54;0.13;0.40;1.40;1.00;1.00
4;12512521881;4496810959;901038016;50967717;1.40;8525.80;16167.00;7.80;3.60;88.80;0.00;0;90.74;0.25;0.40;1.35;1.40;1.00
5;12271659172;4449331858;902788711;48999490;1.20;8900.80;15885.60;7.20;3.20;89.20;0.00;0;90.47;0.45;0.44;1.31;1.20;1.00
6;13047427862;4703951784;948894619;51323430;1.00;8594.00;16108.60;7.60;3.40;89.00;0.00;0;89.71;0.22;0.38;1.24;1.00;1.00
7;12561484364;4605705172;920070544;50541302;1.80;8973.80;16580.20;7.60;3.60;88.60;0.00;0;89.96;0.34;0.41;1.20;1.80;1.00
8;12610673378;4539101342;910448783;50341133;1.60;8258.80;15350.80;8.00;3.60;88.60;0.00;0;90.62;1.18;0.59;1.22;1.60;1.00
9;12805469076;4651268719;938765615;53705003;2.00;8530.60;16995.40;7.60;3.40;88.80;0.00;.03;90.52;0.47;0.49;1.14;2.00;1.00
10;12193273237;4359402964;886120919;49730260;1.00;8779.60;14979.00;7.60;3.40;88.80;0.00;0;89.63;0.24;0.43;1.09;1.00;1.00
