Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),30
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),216
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),160
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),254
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),157
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),153
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),181
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),159
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),39
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),159
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),2
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),135
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),17
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),162
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),153
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),16
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),153
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),266
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),144
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),437
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),155
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),267
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),184
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),185
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),159
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),3
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),286
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),119
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),243
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),151
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),3
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),136
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),135
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),164
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),600
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),164
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),176
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),18
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),14
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),161
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),160
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),128
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),150
