run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;200;168;8;5,00;14,88;14,50;13,62;15,38;enp6s18;10189;11752
2;171;144;8;6,25;14,25;14,75;14,25;16,00;enp6s18;9564;10927
3;162;136;8;7,50;14,50;14,75;13,50;17,88;enp6s18;9279;10926
4;190;159;8;6,25;14,50;14,50;14,12;15,38;enp6s18;10216;11893
5;182;153;8;7,50;14,38;15,25;13,25;20,50;enp6s18;11577;13324
6;174;146;8;6,25;14,62;15,38;14,00;17,12;enp6s18;11347;12985
7;193;162;8;6,25;15,12;15,25;14,12;17,12;enp6s18;12805;14418
8;215;180;8;8,75;14,75;15,62;13,88;17,75;enp6s18;9181;11098
9;205;172;8;5,00;14,50;15,00;14,12;18,25;enp6s18;1872;2176
10;191;160;8;2,50;14,50;15,50;14,25;18,12;enp6s18;4834;5643
