run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;41906658567;41359389835;1364319457;241954594;4.00;7945.60;130449.00;10.60;18.60;70.80;0.00;.27;68.18;2.13;2.18;2.20;4.00;1.40
2;43404869178;42420010058;1410226657;256174366;2.60;7471.00;112838.00;10.00;18.20;71.20;0.00;.30;68.59;2.15;2.17;2.20;2.60;1.40
3;40457510493;41116405236;1262318481;231676831;4.20;7090.00;111989.00;10.20;18.00;71.20;0.00;.31;68.94;2.97;2.42;2.28;4.20;1.00
4;39076219578;40729971006;1212885291;222041134;2.60;7107.20;110574.40;9.60;18.40;71.60;0.00;.30;67.71;2.78;2.52;2.33;2.60;1.40
5;41384513619;41615896027;1333945413;237692407;3.80;7247.80;109319.00;10.20;18.20;71.20;0.00;.23;68.10;2.73;2.57;2.36;3.80;1.00
6;41813074539;42129368741;1319574426;242838820;3.40;6880.40;103859.00;9.20;18.00;72.40;0.00;.23;68.29;2.64;2.65;2.40;3.40;1.20
7;43267780484;42267923825;1419709975;251976171;2.80;8145.20;131151.60;12.20;18.40;69.00;0.00;.23;69.78;2.71;2.69;2.43;2.80;1.20
8;41648352493;41800838596;1313327226;239035809;4.40;6847.80;99330.40;9.40;18.20;72.00;0.00;.23;67.61;2.12;2.56;2.41;4.40;1.00
9;40783066563;41404869592;1282885086;234474728;5.60;6717.20;97626.00;9.00;18.00;72.20;0.00;.30;69.00;1.90;2.41;2.36;5.60;1.00
10;38749509178;40841948505;1193319627;219624100;2.40;6024.20;78713.80;8.20;17.80;73.60;0.00;.30;70.33;2.29;2.39;2.36;2.40;1.20
