run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13588076;32496;1394172;0;0;2200;13269
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13626208;32656;1396192;0;0;2160;13306
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13644276;32752;1397676;0;0;2141;13324
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13623172;32880;1398936;0;0;2161;13303
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13610568;32976;1400448;0;0;2171;13291
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13638876;33072;1401900;0;0;2144;13317
7;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.07;0;13618632;33216;1403640;0;0;2160;13299
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.04;0;13622248;33328;1405100;0;0;2163;13294
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13621928;33424;1406728;0;0;2153;13302
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13629712;33520;1408108;0;0;2145;13309
