run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;77.8;65.3;8;11,25;15,00;15,25;13,50;18,88;enp6s18;10991;12720
2;80.0;67.1;8;8,75;16,25;15,25;13,62;18,38;enp6s18;10992;12385
3;74.5;62.5;8;6,25;15,75;15,00;13,38;17,50;enp6s18;11195;12455
4;79.6;66.8;8;15,00;14,00;15,00;13,38;17,38;enp6s18;10568;11866
5;71.8;60.2;8;7,50;16,00;15,25;13,12;17,75;enp6s18;7166;7836
6;79.5;66.7;8;8,75;14,38;14,62;13,12;16,25;enp6s18;9190;10668
7;75.8;63.6;8;8,75;14,88;15,00;13,75;17,88;enp6s18;11241;12896
8;79.1;66.4;8;8,75;14,12;15,00;13,62;18,12;enp6s18;9062;10414
9;80.2;67.3;8;7,50;14,38;14,62;13,12;16,62;enp6s18;11517;13144
10;77.3;64.9;8;5,00;14,62;15,00;13,12;17,50;enp6s18;12007;13841
