run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0084;0.04;0.04;0.05;0;15447400;38988;460548;0;0;752;15079
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15447992;39052;460592;0;0;742;15088
3;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.06;0;15455388;39092;460592;0;0;731;15100
4;0,000000;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.09;0;15458896;39124;460572;0;0;744;15087
5;0,000000;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.99;0;15411904;39172;460588;0;0;893;14938
6;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15088508;39220;460620;0;0;1021;14809
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15319548;39268;460628;0;0;869;14961
8;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.07;0;15326952;39316;460664;0;0;866;14964
9;0,000000;1;1024KiB;128MiB;128;0.0056;0.04;0.04;0.08;0;15268576;39372;460660;0;0;900;14930
10;0,000000;1;1024KiB;128MiB;128;0.0051;0.04;0.04;0.08;0;15272480;39412;460668;0;0;863;14967
