run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;7272836841;4348213207;637787462;96526704;1.00;1460.40;8943.60;14.20;4.60;81.20;0.00;.19;85.79;1.05;3.65;5.57;1.00;1.40
2;7030604239;3709480012;653851839;83136985;3.20;1657.00;7704.60;17.60;6.20;76.00;0.00;.26;82.81;1.37;3.20;5.28;3.20;1.00
3;6054867104;3387844758;566307185;72901295;1.60;1882.00;8904.60;20.40;6.00;73.40;0.00;.20;81.54;1.17;2.81;5.02;1.60;2.00
4;7373879661;4866588528;656971086;84125402;3.40;1853.60;9536.20;19.60;6.60;73.40;0.00;.20;77.31;1.10;2.52;4.76;3.40;1.00
5;7217398635;4461397809;638124733;83039502;1.20;1755.20;8236.80;18.60;6.60;74.60;0.00;.23;76.98;1.11;2.17;4.46;1.20;1.80
6;7174288234;4904833753;648675272;82433601;2.40;1799.00;9002.80;18.20;6.60;74.80;0.00;.23;80.83;1.62;2.13;4.30;2.40;1.40
7;7070936573;5235910417;633790605;81693696;1.60;1730.00;8756.60;19.40;6.00;74.20;0.00;.29;78.23;1.36;1.95;4.03;1.60;1.80
8;7868696862;6116682497;653458275;85674746;1.20;1996.80;9625.00;20.80;7.00;72.40;0.00;.19;79.62;1.58;1.83;3.80;1.20;1.80
9;7571624572;6143319220;637310337;86954159;2.60;1719.40;8392.60;20.20;6.00;73.20;0.00;.16;76.82;1.68;1.79;3.65;2.60;1.40
10;8076591819;6828087631;681216962;89368815;4.60;1677.20;8618.00;18.40;6.00;75.00;0.00;.23;80.58;1.55;1.70;3.44;4.60;1.00
