run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;112;94.3;8;5,00;14,50;14,75;14,00;16,88;enp0s31f6;298;283
2;112;94.0;8;6,25;14,62;15,12;14,25;18,88;enp0s31f6;335;306
3;112;94.0;8;5,00;14,38;14,50;14,12;15,88;enp0s31f6;331;315
4;112;94.0;8;7,50;14,38;14,50;14,00;15,25;enp0s31f6;134;125
5;93.4;78.3;8;7,50;14,50;14,75;14,12;16,75;enp0s31f6;338;313
6;112;93.9;8;7,50;14,50;15,00;14,00;17,38;enp0s31f6;283;263
7;113;94.5;8;11,25;18,38;16,50;13,75;19,38;enp0s31f6;321;300
8;112;94.2;8;8,75;16,00;15,00;14,25;17,88;enp0s31f6;199;188
9;112;94.1;8;11,25;14,88;15,62;14,12;20,62;enp0s31f6;307;291
10;112;93.9;8;10,00;14,50;14,50;13,75;15,62;enp0s31f6;0;0
