run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;11967244929;6820616902;1127016957;161480582;1.00;2201.80;14446.00;17.80;6.00;75.80;0.00;.16;75.07;1.95;1.27;0.84;1.00;3.40
2;12717199310;7304451476;1171784781;161071567;3.80;2657.60;13373.80;23.20;8.60;68.20;0.00;.26;66.07;2.95;1.64;0.99;3.80;1.00
3;12928155312;8996335229;1140574514;159385339;5.20;2567.60;13676.40;21.80;7.40;70.00;0.00;.30;64.75;3.14;2.07;1.21;5.20;2.20
4;13262455051;10270562053;1138176254;163772199;1.60;2482.00;12057.80;22.40;7.20;70.20;0.00;.23;67.15;3.04;2.25;1.35;1.60;1.80
5;13472737192;11867116929;1143847056;166632778;1.40;2426.60;13013.40;23.60;7.60;68.80;0.00;.26;66.25;3.05;2.36;1.47;1.40;3.40
6;14624350577;14336455806;1165849230;173396343;1.80;2489.00;12583.40;25.60;7.40;66.80;0.00;.23;63.47;1.64;2.05;1.44;1.80;1.40
7;15051851151;14743515013;1204677826;177003369;2.40;2697.00;16606.60;26.20;8.20;65.60;0.00;.33;62.02;2.62;2.18;1.54;2.40;1.80
8;15099792866;15233318190;1154210298;173093306;2.60;2653.20;15935.60;24.80;7.00;67.60;0.00;.43;68.89;4.26;2.65;1.75;2.60;3.20
9;15278879617;17248489134;1124415910;173222463;8.20;2521.60;14622.00;26.80;7.20;65.80;0.00;.23;61.52;2.60;2.54;1.80;8.20;1.40
10;173087554;104387206;6903785;345839;1.00;173.40;499.00;3.60;1.00;95.40;0.00;0;99.96;1.38;2.27;1.76;1.00;1.00
