run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.10;0;15460964;22628;442664;0;0;756;15103
2;0,000000;1;1024KiB;128MiB;128;0.0110;0.04;0.08;4.15;0;15467628;22660;442712;0;0;744;15116
3;0,000000;1;1024KiB;128MiB;128;0.0050;0.04;0.04;0.06;0;15471992;22692;442732;0;0;756;15103
4;0,000000;1;1024KiB;128MiB;128;0.0066;0.04;0.05;0.09;0;15472968;22724;442760;0;0;746;15113
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15410444;22764;442752;0;0;986;14873
6;0,000000;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.09;0;15460016;22804;442816;0;0;765;15094
7;0,000000;1;1024KiB;128MiB;128;0.0074;0.04;0.06;0.09;0;15445312;22836;442756;0;0;763;15095
8;0,000000;1;1024KiB;128MiB;128;0.0053;0.04;0.04;0.07;0;14976628;22868;442760;0;0;1271;14588
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.07;0;15436748;22900;442800;0;0;847;15011
10;0,000000;1;1024KiB;128MiB;128;0.0063;0.04;0.05;0.09;0;15436444;22932;442804;0;0;775;15083
