run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;49227304532;18000144710;3552894709;194097899;3.60;31074.80;68098.00;24.20;10.20;65.80;0.00;0;62.96;2.01;2.08;2.09;3.60;1.20
2;44956418331;16770470511;3222837042;188442193;1.00;26106.60;71138.80;24.00;9.00;66.60;0.00;0;66.37;2.64;2.21;2.13;1.00;1.00
3;51728686513;18851522385;3630432946;216629879;3.60;30537.40;62144.40;22.80;9.80;67.40;0.00;0;61.64;3.13;2.42;2.21;3.60;1.40
4;51001084050;18854849043;3591513309;215332696;6.00;31644.80;74730.00;24.80;10.20;65.00;0.00;0;62.97;2.45;2.38;2.21;6.00;1.20
5;50668962757;20186202479;3497283157;218470244;5.80;29856.00;69603.00;25.00;10.00;65.00;0.00;0;61.94;1.95;2.26;2.18;5.80;1.00
6;53017715024;19147033316;3728255215;231221870;4.60;30977.20;76072.40;25.80;11.20;62.80;0.00;0;60.38;1.77;2.11;2.13;4.60;1.00
7;52235348379;19017302796;3695443541;228381882;4.40;32529.60;75642.40;25.00;11.20;63.20;0.00;0;60.44;3.28;2.44;2.24;4.40;1.20
8;55681295287;23865419268;3708189292;230614396;2.20;25888.20;61109.40;21.60;9.20;69.00;0.00;0;86.70;2.16;2.30;2.20;2.20;1.20
9;48608141628;19226071777;3301317253;215467341;2.20;28051.60;61017.60;22.00;9.20;68.80;0.00;0;62.06;3.20;2.66;2.34;2.20;1.00
10;49557386102;18185581212;3402682613;215326019;3.80;30453.60;83676.80;26.00;10.80;63.20;0.00;0;60.45;2.40;2.50;2.30;3.80;1.20
