run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;40994804775;25358861689;3589419713;533841057;12.20;6556.40;38599.80;46.40;15.60;37.80;0.00;.69;40.59;5.21;7.14;6.96;12.20;4.60
2;45373810451;35028321557;3726439980;596711507;4.60;5986.20;36535.40;41.80;12.20;45.40;0.00;.29;52.55;8.04;7.65;7.15;4.60;4.00
3;45097920533;37556678016;3603101460;562476522;5.40;4057.60;24210.20;39.60;12.40;47.80;0.00;.56;38.90;8.24;7.81;7.24;5.40;5.60
4;45084901413;42298346379;3420757609;533785819;5.20;3815.80;26117.40;40.00;11.40;48.40;0.00;.56;33.80;9.36;8.04;7.36;5.20;1.80
5;44664138553;45054023334;3299657739;518081030;11.40;5362.40;42211.20;44.80;12.00;42.40;0.00;.43;41.60;9.31;8.14;7.43;11.40;12.80
6;43090461367;49058340848;2989229118;475673768;13.20;4826.20;35589.80;40.80;11.00;47.40;0.00;.50;54.18;9.94;8.49;7.61;13.20;4.60
7;57836758065;74267130809;3725897229;628825770;19.20;5880.00;38143.60;49.60;11.00;39.00;0.00;.40;50.19;11.72;9.11;7.87;19.20;4.80
8;54048625627;69374415397;3471804682;583699422;9.20;6215.00;40867.00;53.80;12.40;33.40;0.00;.63;37.79;8.81;8.79;7.84;9.20;8.00
9;55063339495;71962783845;3384543575;597684624;12.60;5310.60;46553.60;45.60;10.40;43.20;0.00;.79;44.16;8.64;8.76;7.89;12.60;1.80
10;56372659868;77632382781;3458161430;595454025;8.40;4380.40;30425.40;44.80;10.20;44.40;0.00;.54;20.29;13.00;9.82;8.31;8.40;3.40
