run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.1;8;8,75;15,00;15,25;14,62;17,12;enp0s31f6;993;1022
2;108;90.8;8;10,00;15,88;15,75;14,12;19,12;enp0s31f6;1653;1589
3;108;90.8;8;11,25;15,00;15,75;14,62;18,12;enp0s31f6;809;752
4;108;90.9;8;12,50;14,38;13,75;12,12;16,50;enp0s31f6;961;954
5;110;92.0;8;10,00;15,00;15,62;14,62;18,50;enp0s31f6;1860;1871
6;109;91.4;8;8,75;15,12;15,75;14,38;21,12;enp0s31f6;1112;1105
7;109;91.7;8;7,50;15,12;15,12;14,62;16,62;enp0s31f6;1287;1236
8;108;90.5;8;8,75;15,75;15,62;14,62;20,00;enp0s31f6;4476;4286
9;109;91.4;8;8,75;17,50;15,50;14,50;18,38;enp0s31f6;2331;2355
10;112;94.0;8;8,75;15,00;15,25;14,62;17,25;enp0s31f6;0;0
