run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;100;84.2;8;5,00;16,25;14,75;14,12;16,62;enp6s18;4340;5087
2;100;84.0;8;10,00;14,62;15,00;14,38;16,88;enp6s18;6982;8034
3;100;84.1;8;3,75;16,00;14,62;14,50;16,62;enp6s18;2445;2876
4;100;84.1;8;2,50;14,75;14,88;14,25;16,62;enp6s18;7326;8564
5;100;84.2;8;3,75;14,75;14,75;14,25;16,75;enp6s18;4274;4873
6;101;84.4;8;2,50;14,50;14,50;14,25;15,12;enp6s18;7000;7983
7;101;84.9;8;3,75;16,75;16,75;14,38;25,25;enp6s18;4990;5714
8;97.6;81.9;8;6,25;16,50;15,00;14,25;17,75;enp6s18;5072;5764
9;99.7;83.6;8;5,00;14,75;15,00;14,25;17,12;enp6s18;4571;5263
10;78.1;65.5;8;3,75;14,50;14,62;14,38;15,38;enp6s18;6963;8021
