run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;7386;7386;28.9;28.9;0.12019;0.00723043
2;7970;7970;31.1;31.1;0.11409;0.00694183
3;7289;7289;28.5;28.5;0.12171;0.00769706
4;7965;7965;31.1;31.1;0.11402;0.00693432
5;8137;8137;31.8;31.8;0.11067;0.00524909
6;8533;8533;33.3;33.3;0.10597;0.00603311
7;8631;8631;33.7;33.7;0.10551;0.00640822
8;8504;8504;33.2;33.2;0.11113;0.00332592
9;8619;8619;33.7;33.7;0.10553;0.00638662
10;8725;8725;34.1;34.1;0.1074;0.00410195
