run;read_iops;write_iops;read_bw_MBps;write_bw_MBps;read_lat_avg_ms;write_lat_avg_ms
1;11.4;11.4;44.7;44.7;0.08232;0.00280831
2;11.6;11.6;45.2;45.2;0.08142;0.00281744
3;11.7;11.7;45.6;45.6;0.0806;0.00276438
4;11.5;11.5;44.9;44.9;0.08183;0.00280278
5;11.6;11.6;45.4;45.4;0.08108;0.00279122
6;11.6;11.6;45.3;45.3;0.08125;0.00275878
7;11.6;11.6;45.2;45.2;0.0813;0.0028172
8;11.6;11.6;45.4;45.4;0.08116;0.00275046
9;11.5;11.5;45.0;45.0;0.08176;0.00275742
10;11.5;11.5;45.0;45.0;0.08171;0.00281993
