run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;101;84.7;8;7,50;14,50;15,00;13,62;17,75;enp0s31f6;854;808
2;106;88.8;8;3,75;14,25;14,75;13,88;17,00;enp0s31f6;701;663
3;109;91.9;8;2,50;14,12;14,38;13,88;15,50;enp0s31f6;573;557
4;109;91.8;8;3,75;13,88;14,62;13,25;15,75;enp0s31f6;919;894
5;106;89.1;8;3,75;15,88;14,88;13,38;18,50;enp0s31f6;604;578
6;110;92.0;8;7,50;15,00;14,62;13,50;15,62;enp0s31f6;685;625
7;106;89.3;8;5,00;14,38;14,50;13,62;16,12;enp0s31f6;703;642
8;106;88.8;8;6,25;15,12;14,38;13,12;15,88;enp0s31f6;675;631
9;102;85.5;8;11,25;14,25;14,88;13,25;17,38;enp0s31f6;982;805
10;112;93.6;8;10,00;14,50;14,50;13,62;16,88;enp0s31f6;742;753
