Method,Name,Error,Occurrences
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 7'),397
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 6'),482
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 3'),346
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 8'),503
GET,/Categorias,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",140
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 2'),345
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 3'),342
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 4'),400
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 7'),351
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 1'),382
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 4'),389
GET,/Pedidos/5925,HTTPError('500 Server Error: Internal Server Error for url: /Pedidos/5925'),6
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 12'),401
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 11'),390
GET,/Mesas,RemoteDisconnected('Remote end closed connection without response'),1425
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 9'),386
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 3'),394
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 7'),374
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 9'),522
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 9'),361
GET,/Pedidos/5925,RemoteDisconnected('Remote end closed connection without response'),4317
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 12'),403
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 2'),523
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 11'),382
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 3'),350
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 9'),390
GET,/Categorias,HTTPError('500 Server Error: Internal Server Error for url: /Categorias'),3
GET,/Mesas,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",38
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 7'),495
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 1'),357
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 10'),509
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 13'),392
GET,/Mesas,HTTPError('500 Server Error: Internal Server Error for url: /Mesas'),1
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 8'),370
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 1'),399
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 12'),407
GET,/Categorias,RemoteDisconnected('Remote end closed connection without response'),5845
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 2'),379
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 13'),346
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 5'),337
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 8'),404
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 5'),391
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 5'),328
POST,Agregar Item,CatchResponseError('Fallo al agregar item 4 en mesa 1'),375
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 12'),382
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 9'),340
GET,/Productos,"ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None)",103
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 10'),387
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 1'),506
PUT,Abrir Mesa,CatchResponseError('Fallo al abrir mesa 2'),333
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 8'),355
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 4'),486
POST,Agregar Item,CatchResponseError('Fallo al agregar item 3 en mesa 11'),364
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 2'),384
POST,Agregar Item,CatchResponseError('Fallo al agregar item 1 en mesa 7'),431
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 3'),523
PUT,Cerrar Mesa,CatchResponseError('Fallo al cerrar mesa 5'),531
POST,Agregar Item,CatchResponseError('Fallo al agregar item 2 en mesa 13'),364
