run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;12833248;67324;2126460;0;0;2249;12500
2;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12845588;67560;2127984;0;0;2203;12544
3;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12869936;67656;2129488;0;0;2179;12567
4;0,000016;1;1024KiB;128MiB;128;0.0061;0.04;0.05;0.39;0;12835996;67760;2131032;0;0;2207;12537
5;0,000016;1;1024KiB;128MiB;128;0.0059;0.04;0.04;0.06;0;12791744;67904;2132736;0;0;2251;12491
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.12;0;12777456;68028;2134052;0;0;2263;12477
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;12771420;68124;2135492;0;0;2268;12472
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;12697008;68224;2137132;0;0;2345;12393
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;12685556;68328;2138624;0;0;2349;12388
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;12691396;68480;2140296;0;0;2341;12393
