run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;109;91.8;8;8,75;15,25;16,00;14,50;17,62;enp0s31f6;1416;1411
2;105;88.0;8;10,00;14,88;15,75;14,75;18,75;enp0s31f6;1522;1420
3;108;90.2;8;10,00;15,88;15,62;14,50;19,50;enp0s31f6;3896;3614
4;106;88.7;8;10,00;18,00;16,50;13,88;22,38;enp0s31f6;1941;1993
5;108;90.2;8;7,50;14,75;16,12;13,25;22,12;enp0s31f6;341;343
6;109;91.7;8;7,50;16,25;15,50;14,62;18,62;enp0s31f6;1739;1768
7;109;91.4;8;3,75;18,88;17,75;13,88;25,25;enp0s31f6;1870;1863
8;107;90.1;8;6,25;17,50;19,12;14,50;28,50;enp0s31f6;989;924
9;108;90.6;8;11,25;17,62;18,50;14,25;26,00;enp0s31f6;1021;944
10;89.5;75.1;8;8,75;15,00;15,38;14,50;18,00;enp0s31f6;1726;1654
