run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;236;198;8;6,25;14,00;14,88;13,88;16,88;enp6s18;1111;1317
2;292;245;8;7,50;14,50;14,75;14,25;15,88;enp6s18;1342;1561
3;279;234;8;3,75;14,75;14,62;14,25;15,75;enp6s18;649;761
4;266;223;8;8,75;14,62;15,00;14,00;16,88;enp6s18;1142;1327
5;254;213;8;6,25;14,75;15,00;13,38;17,62;enp6s18;695;817
6;268;225;8;5,00;13,25;14,12;12,75;16,62;enp6s18;2527;2889
7;273;229;8;5,00;14,88;15,00;14,25;16,75;enp6s18;1182;1376
8;274;230;8;2,50;15,38;14,62;14,00;15,75;enp6s18;0;0
9;283;237;8;5,00;15,38;14,75;14,25;16,38;enp6s18;143;160
10;295;247;8;11,25;14,62;14,62;14,38;15,88;enp6s18;1528;1770
