run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13799572;24108;1286964;0;0;2099;13474
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13680548;24204;1288520;0;0;2212;13359
3;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13770444;24308;1289976;0;0;2123;13447
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13773268;24452;1291700;0;0;2119;13449
5;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.10;0;13708848;24580;1293304;0;0;2182;13385
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13702556;24676;1295624;0;0;2183;13381
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13666076;24772;1297824;0;0;2229;13333
8;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13635920;24868;1299280;0;0;2245;13316
9;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13621068;25012;1300984;0;0;2259;13300
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13619768;25132;1302284;0;0;2244;13313
