run;transfer_MB;bandwidth_Mbps;hops;avg_loss_pct;avg_latency_ms;avg_best_ms;avg_worst_ms;avg_stdev_ms;interfaz;rx_pps;tx_pps
1;194;163;8;0,00;14,88;14,75;14,00;17,25;enp6s18;6458;7321
2;223;187;8;7,50;16,75;14,88;14,25;17,12;enp6s18;8998;10212
3;275;230;8;5,00;15,12;15,12;14,12;18,25;enp6s18;5781;6591
4;299;251;8;3,75;14,50;14,88;14,00;17,75;enp6s18;3726;4370
5;271;227;8;3,75;14,38;14,75;13,50;16,88;enp6s18;4939;5651
6;282;236;8;6,25;14,62;51,88;13,62;233,62;enp6s18;5877;6785
7;294;247;8;3,75;14,75;15,00;14,00;17,50;enp6s18;6984;7974
8;278;233;8;6,25;16,12;16,50;14,12;25,12;enp6s18;2673;3132
9;296;249;8;5,00;15,62;14,75;14,00;16,00;enp6s18;5278;6052
10;286;240;8;0,00;16,50;15,00;14,12;18,12;enp6s18;3784;4374
