run;cycles;instructions;cache-references;cache-misses;r_avg;in_avg;cs_avg;us_avg;sy_avg;id_avg;st_avg;usr_core_avg;idle_core_avg;load1;load5;load15;r_avg_processes;running_avg
1;24170928495;9299102032;1711822987;91960398;1.00;14684.20;30791.20;11.60;5.40;82.80;0.00;0;83.19;0.99;0.92;0.65;1.00;1.00
2;24829519297;8898465172;1779039954;94479594;2.40;16727.80;28859.80;12.20;5.60;82.20;0.00;0;82.55;0.85;0.90;0.65;2.40;1.00
3;25009314273;8950372891;1829522129;97920636;3.00;17047.40;31526.00;12.60;5.80;81.60;0.00;0;81.66;1.20;0.97;0.69;3.00;1.00
4;25715891028;9012759884;1828659298;98053967;2.20;17153.20;30756.60;13.20;5.60;81.00;0.00;0;81.68;1.64;1.12;0.75;2.20;1.00
5;24925595632;8802360217;1809054224;98181062;1.80;15002.00;25049.80;11.40;5.00;83.80;0.00;0;81.84;1.84;1.26;0.83;1.80;1.00
6;25396683926;8933823631;1821078758;98767655;3.60;17799.40;31624.40;13.60;6.00;80.60;0.00;0;81.65;2.55;1.61;0.97;3.60;1.60
7;25354093719;8955108901;1831920852;100813241;2.60;17685.40;30213.40;13.20;5.60;81.20;0.00;0;81.84;1.41;1.46;0.96;2.60;1.20
8;25932818341;9175569065;1901952105;104609177;2.20;15592.40;25135.60;11.40;5.00;84.00;0.00;0;81.65;1.25;1.39;0.96;2.20;1.80
9;25728288597;9138892679;1866714914;102345793;1.60;17517.20;28906.60;12.20;5.60;82.40;0.00;0;81.05;1.00;1.28;0.94;1.60;1.00
10;25145245374;8949739184;1818463001;103519811;3.80;16752.20;25690.60;11.40;5.00;83.00;0.00;0;81.62;1.69;1.41;1.01;3.80;1.00
