run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13979728;22468;1206444;0;0;2013;13637
2;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.07;0;13840740;22604;1208564;0;0;2132;13516
3;0,000016;1;1024KiB;128MiB;128;0.0062;0.04;0.05;0.43;0;13779476;22708;1210364;0;0;2191;13456
4;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13681152;22828;1212156;0;0;2285;13360
5;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13681748;22932;1213892;0;0;2284;13360
6;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.09;0;13634884;23040;1215684;0;0;2327;13315
7;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.06;0;13565892;23176;1217612;0;0;2393;13247
8;0,000016;1;1024KiB;128MiB;128;0.0057;0.04;0.04;0.05;0;13586296;23296;1219400;0;0;2372;13266
9;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.08;0;13541204;23400;1221272;0;0;2418;13219
10;0,000016;1;1024KiB;128MiB;128;0.0058;0.04;0.04;0.05;0;13441040;23496;1222796;0;0;2501;13134
