run;latencia_ms_promedio;threads;block_size;total_size;total_operations;total_time_s;min_latency_ms;avg_latency_ms;max_latency_ms;swpd_avg;free_avg;buff_avg;cache_avg;si_avg;so_avg;mem_used;mem_free
1;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;15532880;21216;396884;0;0;731;15174
2;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.08;0;15520716;21264;396864;0;0;750;15154
3;0,000000;1;1024KiB;128MiB;128;0.0049;0.04;0.04;0.05;0;15480860;21312;396912;0;0;837;15068
4;0,000000;1;1024KiB;128MiB;128;0.0048;0.04;0.04;0.04;0;14902580;21384;396984;0;0;1366;14538
5;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15358584;21432;396992;0;0;906;14998
6;0,000000;1;1024KiB;128MiB;128;0.0070;0.04;0.05;0.08;0;15497004;21480;397028;0;0;851;15053
7;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.09;0;15036756;21536;396964;0;0;1152;14753
8;0,000000;1;1024KiB;128MiB;128;0.0083;0.04;0.06;0.09;0;15430596;21584;397076;0;0;782;15122
9;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;14647808;21632;397160;0;0;1598;14306
10;0,000000;1;1024KiB;128MiB;128;0.0048;0.03;0.04;0.08;0;15393668;21696;397140;0;0;897;15007
